,day_index,Consortia,Corp,Discount,Group,Misc,OTA,Promo,Ret,Leisure,day_index_mean,Consortia_mean,Corp_mean,Discount_mean,Group_mean,Misc_mean,OTA_mean,Promo_mean,Ret_mean,Leisure_mean
242,242,0,0,50,155,665,30,55,150,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
243,243,20,20,35,35,720,150,25,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
244,244,10,30,35,0,545,60,10,50,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
245,245,5,205,30,20,635,60,10,60,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
246,246,10,40,35,5,560,70,20,135,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
247,247,25,50,65,0,605,60,30,205,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
248,248,0,10,130,115,790,70,30,175,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
249,249,0,15,45,115,720,5,10,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
250,250,15,60,35,15,530,80,0,150,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
251,251,10,125,30,80,455,40,30,85,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
252,252,10,160,10,0,1030,0,5,70,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
253,253,40,155,95,0,500,50,5,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
254,254,15,60,105,0,690,75,20,95,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
255,255,5,15,80,55,655,85,55,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
256,256,25,0,110,20,895,50,15,75,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
257,257,15,85,125,0,780,125,10,70,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
258,258,10,70,90,0,690,115,15,110,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
259,259,90,195,60,0,575,85,30,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
260,260,10,145,20,10,960,145,5,80,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
261,261,20,30,75,140,745,25,10,135,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
262,262,10,35,115,160,580,60,25,185,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
263,263,10,35,60,215,810,70,5,70,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
264,264,25,90,40,0,645,70,15,145,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
265,265,15,145,55,0,720,85,5,160,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
266,266,20,55,10,0,1160,0,0,80,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
267,267,30,160,80,0,590,55,0,200,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
268,268,65,125,90,0,545,95,30,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
269,269,0,35,100,0,985,65,30,190,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
270,270,5,30,20,0,895,75,5,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
271,271,5,10,45,15,565,70,20,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
272,272,10,70,25,15,540,50,35,85,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
273,273,40,120,35,40,530,65,5,85,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
274,274,20,145,45,0,720,35,0,60,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
275,275,10,45,25,5,855,20,0,95,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
276,276,10,0,115,0,845,90,10,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
277,277,0,20,20,0,900,80,0,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
278,278,25,80,95,0,765,105,10,145,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
279,279,50,220,45,0,655,45,10,55,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
280,280,35,230,65,0,590,45,15,50,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
281,281,20,105,40,5,550,50,20,35,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
282,282,15,90,55,125,695,110,15,85,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
283,283,0,30,45,280,330,20,65,145,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
284,284,0,0,45,185,585,70,5,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
285,285,25,20,70,150,715,10,55,175,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
286,286,15,100,70,0,490,25,10,160,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
287,287,35,225,75,0,525,40,5,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
288,288,25,140,35,0,510,80,0,60,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
289,289,50,110,25,0,545,135,0,185,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
290,290,5,40,95,20,965,15,65,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
291,291,0,15,15,0,830,30,40,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
292,292,40,60,35,0,650,40,5,145,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
293,293,30,195,70,0,580,135,10,135,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
294,294,30,245,55,10,715,45,10,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
295,295,60,270,50,20,560,40,0,55,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
296,296,20,90,85,35,610,140,10,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
297,297,25,50,75,5,580,160,25,165,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
298,298,15,45,90,5,890,30,0,65,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
299,299,80,140,60,0,585,40,5,95,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
300,300,55,220,55,10,630,60,10,160,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
301,301,15,125,70,0,555,30,0,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
302,302,10,70,15,0,510,45,10,50,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
303,303,15,70,55,10,645,50,0,110,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
304,304,20,25,45,125,980,110,20,235,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
305,305,10,25,65,155,730,75,45,70,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
306,306,10,15,60,0,820,60,0,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
307,307,25,95,50,0,775,60,0,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
308,308,35,110,45,0,655,85,5,160,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
309,309,40,105,25,0,635,110,20,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
310,310,20,70,100,5,675,95,20,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
311,311,20,0,75,80,840,55,10,175,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
312,312,15,35,30,60,955,15,35,45,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
313,313,0,40,35,0,720,75,0,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
314,314,5,130,25,0,570,50,10,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
315,315,35,90,35,0,1080,5,5,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
316,316,100,95,30,0,800,60,10,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
317,317,70,60,20,5,610,90,5,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
318,318,10,30,30,50,585,65,35,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
319,319,0,30,70,180,855,20,35,65,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
320,320,5,65,65,0,675,95,5,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
321,321,30,230,80,0,570,90,5,75,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
322,322,25,210,35,0,860,20,10,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
323,323,10,80,35,0,730,80,0,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
324,324,20,25,30,0,610,55,0,205,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
325,325,20,10,80,0,805,30,25,215,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
326,326,0,0,105,0,695,100,70,320,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
327,327,20,45,15,10,635,65,5,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
328,328,5,25,40,0,665,30,0,45,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
329,329,0,20,5,0,650,75,35,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
330,330,25,40,105,0,600,130,40,180,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
331,331,10,35,90,0,710,110,45,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
332,332,0,25,25,0,750,70,165,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
333,333,10,70,35,10,715,60,40,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
334,334,20,70,55,0,595,420,100,245,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
335,335,25,160,10,0,500,55,55,80,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
336,336,40,180,35,0,830,25,35,90,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
337,337,30,50,0,0,1010,5,0,30,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
338,338,5,35,35,0,670,30,45,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
339,339,5,45,20,0,1175,40,25,75,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
340,340,0,15,60,0,955,5,50,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
341,341,30,20,35,5,695,65,10,90,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
342,342,15,180,15,35,545,50,40,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
343,343,25,210,25,25,705,50,50,135,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
344,344,40,160,30,0,480,30,30,145,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
345,345,25,60,90,0,680,55,60,245,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
346,346,10,20,10,0,1135,30,105,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
347,347,0,35,45,0,770,30,110,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
348,348,0,55,25,0,575,40,20,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
349,349,20,105,20,0,595,25,10,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
350,350,35,110,35,0,670,60,10,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
351,351,10,95,20,10,575,35,55,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
352,352,20,60,50,15,725,105,20,160,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
353,353,0,50,65,80,805,75,50,200,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
354,354,0,20,5,135,695,45,30,65,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
355,355,0,0,60,0,595,60,60,105,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
356,356,0,15,55,0,585,30,45,190,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
357,357,15,35,60,0,585,90,85,195,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
358,358,0,30,65,0,630,70,30,190,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
359,359,0,15,55,0,680,80,45,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
360,360,10,10,70,45,725,95,65,155,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
361,361,10,30,50,45,680,105,25,170,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
362,362,0,10,40,0,525,40,25,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
363,363,0,5,45,0,1015,20,10,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
364,364,0,0,0,0,1065,0,25,200,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
